song_name,lyrics
SMITH - Crazy Mary (Official Visualizer),foreign  I want you to see what I see gotta haters on my brain  show you the colors you're missing cause I leave the moment each day got it is  now I feel like  always  true always true [Applause]  bye  come get home this roller coaster don't be afraid be as free as eight is on my brain  look through my eyes and get closer this is  I love Maria always true  always true [Applause]  everybody  thank you perfect 
Snow Patrol - Chasing Cars (Official Video),(stirring soft rock music)  We'll do it all   Everything   On our own   We don't need   Anything   Or anyone   If I lie here   If I just lie here   Would you lie with me   And just forget the world   I don't quite know   How to say   How I feel   Those three words   Are said too much   They're not enough   If I lie here   If I just lie here   Would you lie with me   And just forget the world   Forget what we're told   Before we get too old   Show me a garden   That's bursting into life   Let's waste time   Chasing cars   Around our heads   If I lie here   If I just lie here   Would you lie with me   And just forget the world   All that I am   All that I ever was   Is here in your perfect eyes   They're all I can see   I don't know where   Confused about how as well   Just know that these things   Will never change for us at all   If I lie here   If I just lie here   Would you lie with me   And just forget the world 
Sonic Martini Music - User User User (Official Lyric Video),foreign charged up my cards your looks and charms outweight my smart when you didn't pay me back and then I'm amazed I could be so blind it's time to say I'm through with you  now get out of my life  spend time at you count me out whatever you do I live through your manipulations I'm tired of your aggravation it's time to say I'm through with you it's time to stay I'm through with you  it's time to say I'm through with you  now get out of my life  [Applause]  
Sonic Martini Music - Whiskey Mean (Official Video),[Applause] well i was headed on home after a night of drinking eyes all right and my breath was stinking waiting on the course to the familiar side tapping her yeah i started with the alibi  [Applause] i have only these words to say to you goodbye  [Applause] well i never knew a woman could swing so fast out i never knew a woman could swing so fast   effort to convince her to stay i said i'll quit drinking right here today it's an honest truth not a beer so blind but what i was selling she wasn't willing to buy it  sorry goodbye bye bye you
Sophie Ellis-Bextor - Murder On The Dancefloor,Murder on the dancefloor For some time now She strives pain and love on it Strives her soul on it Murder on the dancefloor Doesn’t care for anything She dances with it Doesn’t care for anything There she strives it all Any doubt Any sorrow There she strives it all With all her heart She dances like poetry Only that time she is free Only that time she is free Without any regret Without a thought She is free The way she moves her body Makes even the rock to fall in love with her Feels relief Finds it on the dancefloor Dancefloor Baby yeah How much time? How much time… Murder on the dancefloor For some time now She strives pain and love on it Strives her soul on it Murder on the dancefloor Doesn’t care for anything She dances with it Doesn’t care for anything It’s been some times Since I saw something this beautiful with my eyes It’s been some times I am not myself anymore When I see her it feels like in dreams Everything is blurry except her No one is relevant in my eyes I have to give it a shot It feels like she does it just for me Feels like I become crazy Thinking about her every night I have to give it a shot It feels like she does it just for me She does it for me Like she does it for me Murder on the dancefloor For some time now She strives pain and love on it Strives her soul on it Murder on the dancefloor Doesn’t care for anything She dances with it Doesn’t care for anything
Space Oddity,"(piano playing) Commander Hadfield (singing): Ground control to major Tom Ground control to major Tom Lock your Soyuz hatch and put your helmet on Ground control to major Tom Commencing countdown, engines on Detach from Station, and may god's love be with you (piano playing) (music swells) This is ground control to major Tom, you've really made the grade And the papers want to know whose shirts you wear But it's time to guide the capsule if you da-a-a-are This is major Tom to ground control, I've left forevermore And I'm floating in a most peculiar way And the stars look very different toda-a-a-ay For here am I sitting in a tin can Far above the world Planet Earth is blue and there's nothing left to do (acoustic guitar riff) (music swells) Though I've flown one hundred thousand miles I'm feeling very still And before too long I know it's time to go Our Commander comes down back to earth and knows Ground control to major Tom, The time is near, there's not too long Can you hear me, Major Tom? Can you hear me, Major Tom? Can you hear me, Major Tom? Can you... Here am I floating in my tin can Last glimpse of the world Planet Earth is blue, and there's nothing left to do (acoustic guitar riffs) (instrumental)"
stereophonics - dakota,"Thinkin' back, thinkin' of youSummertime, think it was June Yeah, think it was June Laying back, head on the grassChewing gum, having some laughs Yeah, having some laughs You made me feel like the oneMade me feel like the oneThe one Drinking back, drinking for twoDrinking with you When drinking was new Sleeping in the back of my carWe never went far Didn't need to go far You made me feel like the oneMade me feel like the one The one You made me feel like the oneMade me feel like the one The one I don't know where we are going now I don't know where we are going now Wake up call, coffee and juiceRememberin' you What happened to you? I wonder if we'll meet againTalk about life since then Talk about why did it end You made me feel like the oneMade me feel like the one The one You made me feel like the oneMade me feel like the one The one I don't know where we are going now I don't know where we are going now So take a look at me now"
Sting - Desert Rose,(pensive rhythmic music) (man vocalizing) (man sings in foreign language)  I dream of rain   I dream of gardensin the desert sand   I wake in vain   I dream of love as timeruns through my hand   I dream of fire   These dreams that tie twohearts that will never die   Near the flames   The shadows play in theshape of the man's desire   This desert rose   Whose shadow bearsthe secret promise   This desert flower   No sweet perfume evertortured me more than this   And now she turns   This way she moves in thelogic of all my dreams   This fire burns   I realize thatnothing's as it seems   I dream of rain   I dream of gardensin the desert sand   I wake in vain   I dream of love as timeruns through my hand   I dream of rain   I lift my gaze toempty skies above   I close my eyes   The rare perfume is thesweet intoxication of love  (man sings in foreign language) (bright sensual music)  I dream of rain   I dream of gardensin the desert sand   I wake in vain   I dream of love as timeruns through my hand   Sweet desert rose   Whose shadow bearsthe secret promise   This desert flower   No sweet perfume evertortured me more than this   Sweet desert rose   This memory of hiddenhearts and souls   This desert flower   This rare perfume is thesweet intoxication of love  (man vocalizes) (man sings in foreign language) (pensive rhythmic music)
Suzanne Vega - Luka,"(pensive pop music)  My name is Luka   I live on the second floor   I live upstairs from you   Yes I think you've seen me before   If you hear something late at night   Some kind of trouble,some kind of fight   Just don't ask me what it was   Just don't ask me what it was   Just don't ask me what it was   I think it's because I'm clumsy   I try not to talk too loud   Maybe it's because I'm crazy   I try not to act too proud   They only hit until you cry   And after that, you don't ask why   You just don't argue anymore   You just don't argue anymore   You just don't argue anymore  (pensive pop music continues)  Yes I think I'm okay   I walked into the door again   If you ask that's what I'll say   And it's not your business anyway   I guess I'd like to be alone   With nothing broken, nothing thrown   Just don't ask me how I am   Just don't ask me how I am   Just don't ask me how I am   My name is Luka   I live on the second floor   I live upstairs from you   Yes I think you've seen me before   If you hear something late at night   Some kind of trouble,some kind of fight   Just don't ask me what it was   Just don't ask me what it was   Just don't ask me what it was   They only hit until you cry   And after that, you don't ask why   You just don't argue anymore   You just don't argue anymore   You just don't argue anymore  (pensive pop music continues)"
The Black Eyed Peas - Pump It (Official Music Video),"(bones creaking - I thought the Black EyedPeas were gonna be here. (upbeat pop music)  Ha ha ha   Pump it   Ha ha ha   And pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Turn up the radio   Blast your stereo   Right   Wanna hate on us, who   Be envious, who   I know why they hatin' on us, why   'Cause that's so fabulous, what   I'm a be real on us, c'mon   Nobody got nuttin' on us, no   Girls be all on us, from Londonback down to the US, S, S   We rockin', it's contagious   Monkey business outrageous   Just confess, yourgirl admits that we the   F-R-E-S-H, fresh   D-E-F, that's right we def, rock   We definite B-E-P, we rappin' it   So, turn me up, turn it up   Turn me up, turn it up   Turn me up, turn it up   C'mon baby, just   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   And say, oh oh oh oh   Say, oh oh oh oh   Yo, yo, turn up the radio   Blast your stereo   Right now   This joint is fizzlin'   It's sizzlin'   Right   Check us out right here   Dude wanna hate on us, dude   Dude need'a ease on up, dude   Dude wanna act on up   But dude get shutlike Flava shut, down   Chicks say, she ain't down   But chick backstagewhen we in town, ha   She like man on drunk, fool   She wanna hit n' run, errr   Yeah, that's the speed   That's what we do   That's who we be   B-l-a-c-k-e-y-e-d-p tothe E, then the A to the S   When we play you shake your ass   Shake it, shake it, shake it, girl   Make sure you don't break it, girl   'Cause we gonna   Turn it up, turn it up   Turn it up, turn it up   Turn it up, turn it up   C'mon baby, just pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   And say, oh oh oh oh   Say, oh oh oh oh   Yo, yo, turn up the radio   Blast your stereo   Right now   This joint is fizzlin'   It's sizzlin'   Right   Damn, damn   Damn, damn   Damn, damn   Damn, damn   Damn, damn   Apl De ap From Philippines   Live and direct, rocking this scene   Breakin' on down for the B-boys   And B-girls waiting, doin' their thing   Pump it, louder come on   Don't stop, and keep it goin'   Do it, let's get it on   Move it   Come on, baby, do it   La-da-di-dup-dup die dy   On the stereo   Let those speakers blow your mind   Blow my mind, baby   To let it go, let it go   Here we go   La-da-di-dup-dup diedy, c'mon, we're there   On the radio   The system is gonna feel so fine   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   Pump it, louder   And say, oh oh oh oh   Say, oh oh oh oh   Yo, yo, turn up the radio   Blast your stereo   Right now   This joint is fizzlin'   It's sizzlin'   Right "
The Calling - Wherever You Will Go (First Video- in Tijuana),"(""Wherever You Will Go"" by The Calling)  So lately been wondering   Who will be there to take my place   When I'm gone you'll need love   To light the shadows on your face   If a great wave shall fall   And fall upon us all   Then between the sand and stone   Could you make it on your own   If I could then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will go   And maybe I'll find out   A way to make it back someday   To watch you to guide you   Through the darkest of your days   If a great wave shall fall   And fall upon us all   Well then I hope there'ssomeone out there   Who can bring me back to you   If I could then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will go   Run away with my heart   Run away with my hope   Run away with my love   I know now just quite how   My life and love might still go on   In your heart in your mind   I'll stay with you for all of time   If I could then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will go   If I could turn back time   I'll go wherever you will go   If I could make you mine   I'll go wherever you will go   I'll go wherever you will go "
